source,contest,severity,title,description_excerpt,pattern_matched
Code4rena,NextGen 2025-01,Medium,Lack of Deadline Check in Forwarded Requests,"ForwardRequest struct contains no expiration parameter allowing signed payloads to remain valid indefinitely without ability to invalidate them",timestamp+manipulation
Code4rena,Size 2024-06,High,Incorrect Swap Fee Calculation in sellCreditMarket,"Fee formula uses wrong calculation when selling credit for specific cash amount resulting in protocol receiving lower fees than expected",decimal+precision
Code4rena,Size 2024-06,High,Race Condition Between repay and liquidateWithReplacement,"No borrower verification during repayment allows users to accidentally repay another's debt if liquidation occurs first causing 2x overpayment",liquidation+auction
Code4rena,Size 2024-06,High,Incorrect Collateral Remainder Cap During Liquidation,"Collateral cap incorrectly calculated as full liquidation ratio instead of excess amount penalizing users with higher collateral ratios",liquidation+auction
Code4rena,Size 2024-06,High,Incorrect Liquidator Profit Calculation,"Liquidation reward uses debt token amount instead of converted collateral token amount resulting in profit underestimation by 1e12 factor",decimal+precision
Code4rena,Size 2024-06,Medium,Multicall Validation Bypass,"Uses contract's borrowAToken balance instead of total supply for validation allowing deposit cap circumvention in multicall transactions",access+control
Code4rena,Size 2024-06,Medium,Minimum Credit Buy/Sell Restriction,"Validates params.amount against minimum instead of converted value preventing users from buying/selling minimum allowed credit",decimal+precision
Code4rena,Size 2024-06,Medium,Incorrect Aave Liquidity Query Source,"Queries wrong data source for available liquidity on Aave breaking borrow/lend operations upon mainnet deployment",cross-contract+interaction
Code4rena,Size 2024-06,Medium,Inadequate Sequencer Status Checks,"Missing or insufficient validation of sequencer uptime feed status in price feed risking stale price usage during outages",oracle+staleness
Code4rena,Size 2024-06,Medium,Unexpected Fragmentation Fee in compensate(),"Fragmentation fee charged without clear user notification during compensation causing unexpected transaction costs",balance+manipulation
Code4rena,Size 2024-06,Medium,Missing forSale Status Check,"Neither sellCreditMarket nor compensate verify position is marked for sale allowing forced sales of restricted credit",access+control
Code4rena,Size 2024-06,Medium,Bypass of forSale Restriction via Compensate,"Compensate function circumvents forSale flag checks enabling unauthorized credit position sales",access+control
Code4rena,Size 2024-06,Medium,Sandwich Attack on Loan Fulfillment,"Lack of protection against transaction ordering manipulation allows attackers to temporarily prevent fund access after borrowing",frontrun+MEV
Code4rena,Size 2024-06,Medium,Underwater Borrower Cannot Compensate,"Compensation logic blocks underwater borrowers from repaying lenders creating deadlock in distressed positions",liquidation+auction
Code4rena,Size 2024-06,Medium,Missing Swap Fees on liquidateWithReplacement,"Liquidation with replacement doesn't charge borrower swap fees creating fee collection inconsistency",liquidation+auction
Code4rena,Size 2024-06,Medium,Wrong Cash Amount Returned from executeBuyCreditMarket,"Function returns incorrect cash amount and overestimates pool requirements causing validation failures",decimal+precision
Code4rena,Size 2024-06,Medium,Fragmentation Fee Waived on New Position Compensation,"Fee structure doesn't apply fragmentation fee when compensation creates newly-minted positions enabling fee avoidance",balance+manipulation
Code4rena,Revert Lend 2024-03,High,Permit Signature Token Validation Missing,"V3Vault.sol permit functions fail to validate that the token in the permit signature matches the expected USDC asset allowing attackers to drain vault",approval+drain
Code4rena,Revert Lend 2024-03,High,Reentrancy in onERC721Received Manipulates Collateral,"onERC721Received callback can be reentered before collateral token config debt shares are finalized enabling manipulation of internal accounting",reentrancy+callback
Code4rena,Revert Lend 2024-03,High,Transform Function Missing Data Input Validation,"V3Vault.transform() validates tokenId parameter but not the tokenId encoded within calldata permitting depositors to exploit any approved position",access+control
Code4rena,Revert Lend 2024-03,High,V3Utils.execute() Lacks Caller Validation,"Function accepts arbitrary instructions without verifying caller owns UniswapV3 position enabling attackers to steal all liquidity from approved positions",access+control
Code4rena,Revert Lend 2024-03,High,Incorrect Price Rounding for Negative Tick Deltas,"_getReferencePoolPriceX96() fails to round down negative tick delta calculations producing inflated prices and enabling manipulation of liquidation decisions",oracle+staleness
Code4rena,Revert Lend 2024-03,High,Liquidation Prevention via onERC721Received Callback,"Position owners can implement malicious onERC721Received callbacks that revert preventing liquidation transfers and enabling bad debt accumulation",reentrancy+callback
Code4rena,Revert Lend 2024-03,Medium,Collateral Value Limit Factor Bypass,"Collateral limits only checked during borrowing not withdrawal permitting attackers to supply borrow and withdraw in sequence to exceed limits",access+control
Code4rena,Revert Lend 2024-03,Medium,AutoRange Gas Griefing via onERC721Received,"Malicious onERC721Received implementations can consume gas and revert repeatedly griefing protocol bot operations without economic penalty",reentrancy+callback
Code4rena,Revert Lend 2024-03,Medium,Missing Minimum Loan Size,"Absence of minLoanSize removes liquidation incentives for small underwater positions risking protocol insolvency from bad debt",liquidation+auction
Code4rena,Revert Lend 2024-03,Medium,Interest-Free Same-Block Loans Enable DoS,"Interest rates update only once per block permitting borrow-repay in same block without interest enabling cost-effective denial-of-service",flash+loan+arbitrage
Code4rena,Revert Lend 2024-03,Medium,setReserveFactor Missing Interest Update,"Function updates reserve factor without first updating global interest causing new factor to retroactively affect past lending rate calculations",balance+manipulation
Code4rena,Revert Lend 2024-03,Medium,Daily Lending/Borrowing Limits Bypass,"Users can exceed daily limits through coordinated deposit and borrow transactions that reset limits between operations",access+control
Code4rena,Revert Lend 2024-03,Medium,Reference Token Decimal Overflow in Oracle,"Large decimal values in reference tokens can cause arithmetic overflow during oracle price calculations producing incorrect valuations",decimal+precision
Code4rena,Revert Lend 2024-03,Medium,Inaccurate Daily Limit Tracking,"dailyLendIncreaseLimitLeft and dailyDebtIncreaseLimitLeft not adjusted correctly during withdrawals and repayments breaking limit enforcement",balance+manipulation
Code4rena,Revert Lend 2024-03,Medium,Liquidation Reward Sent to Wrong Address,"Liquidation function sends rewards to msg.sender rather than specified recipient parameter preventing flexible liquidator incentive distribution",liquidation+auction
Code4rena,Revert Lend 2024-03,Medium,AutoCompound Tokens Stuck After Vault Deactivation,"Users tokens become permanently trapped in AutoCompound if the vault is deactivated without allowing withdrawal mechanisms",balance+manipulation
Code4rena,Revert Lend 2024-03,Medium,Missing Safety Buffer in Loan Health Check,"_checkLoanIsHealthy function lacks a safety margin subjecting maximum-leverage borrowers to immediate forced liquidation from minor price fluctuations",liquidation+auction
Code4rena,Revert Lend 2024-03,Medium,Wrong Global Lending Limit Check in Deposit,"Deposit function lending limit validation uses incorrect asset conversion logic allowing limits to be bypassed",access+control
Code4rena,Revert Lend 2024-03,Medium,Position Token Execution with Previous Owner Settings,"Users can execute position tokens configured by previous owners enabling token parameter manipulation and unauthorized transformations",access+control
Code4rena,Revert Lend 2024-03,Medium,V3Vault Non-Compliance with ERC-4626,"Vault implementation deviates from ERC-4626 standards breaking compatibility with external protocols expecting standard behavior",token+integration
Code4rena,Revert Lend 2024-03,Medium,Share Repayment DoS via Minimal Amounts,"Attackers can force repayment and liquidation transactions to revert by pre-repaying minuscule share amounts",balance+manipulation
Code4rena,Revert Lend 2024-03,Medium,AutoExit Reward Calculation Ignores onlyFee Flag,"Function calculates rewards from entire position funds even when onlyFee is enabled distributing excess compensation",balance+manipulation
Code4rena,Revert Lend 2024-03,Medium,V3Oracle Price Manipulation Vulnerability,"Oracle implementation susceptible to price manipulation through concentrated liquidity attacks on observation pools",price+manipulation
Code4rena,Revert Lend 2024-03,Medium,Collateral Removal Breaks Core Functions,"Removing token configurations as collateral causes liquidations and other functions to revert creating protocol instability",cross-contract+interaction
Code4rena,Revert Lend 2024-03,Medium,Dangerous Deadline Parameter Usage,"Protocol deadline parameter handling insufficient to prevent sandwich attacks and transaction ordering exploits",frontrun+MEV
Code4rena,Revert Lend 2024-03,Medium,dailyDebtIncreaseLimitLeft Not Updated in Liquidate,"Liquidation operations fail to decrement daily debt increase limit allowing unlimited liquidations within a block",balance+manipulation
Code4rena,Revert Lend 2024-03,Medium,AutoRange Fee Evasion via Front-Running,"Attackers can front-run AutoRange.execute() to avoid protocol fees causing revenue loss through transaction reordering",frontrun+MEV
Code4rena,Revert Lend 2024-03,Medium,Incorrect Liquidation Fee During Underwater Positions,"Fee calculations for underwater liquidations are incorrect removing liquidator incentives and discouraging participation",liquidation+auction
Code4rena,Revert Lend 2024-03,Medium,Asymmetric Price Difference Calculation,"Price difference validation between sources uses inconsistent directional calculations failing to detect divergences symmetrically",oracle+staleness
Code4rena,Revert Lend 2024-03,Medium,Zero-Value Transfer Reversion,"Some ERC20 implementations revert on zero-value transfers causing functions to fail when no tokens need transfer",token+integration
Code4rena,Revert Lend 2024-03,Medium,Missing L2 Sequencer Downtime Checks,"Chainlink oracle integration lacks sequencer uptime verification allowing stale prices during L2 outages",oracle+staleness
Code4rena,Renzo 2024-04,High,Withdrawals Locked Forever for Contract Recipients,"transfer() function forwards insufficient gas (2300) for contract receive() functions exceeding that limit permanently locking withdrawn funds",token+integration
Code4rena,Renzo 2024-04,High,Queued Withdrawals Deflate TVL Calculation,"Incorrect address mapping lookup checks queuedShares[address(this)] instead of queuedShares[address(token)] excluding queued collateral from TVL",balance+manipulation
Code4rena,Renzo 2024-04,High,ETH Withdrawals from EigenLayer Always Fail,"Nonreentrant modifier on receive() prevents required reentrancy from completeQueuedWithdrawal() when EigenLayer completes ETH withdrawals",reentrancy+callback
Code4rena,Renzo 2024-04,High,MEV Exploits via Zero-Slippage Zero-Fee Swaps,"Withdrawal amounts calculated at request time rather than claim time enabling arbitrage on price/TVL changes without proportional fees",frontrun+MEV
Code4rena,Renzo 2024-04,High,Rebasing Token Withdrawals Cause Insolvency,"Fixed amountToRedeem recorded at withdrawal initiation fails to account for balance changes from rebasing events unfairly distributing losses",token+integration
Code4rena,Renzo 2024-04,High,xezETH Doesn't Represent ezETH 1:1,"L2 and L1 mint different amounts due to valuation changes between deposit and bridge completion creating uncollateralized tokens",cross-contract+interaction
Code4rena,Renzo 2024-04,High,DOS of completeQueuedWithdrawal When ERC20 Buffer Filled,"fillERC20withdrawBuffer() restricted to RestakeManager only but called from OperatorDelegator causing persistent transaction reversions",access+control
Code4rena,Renzo 2024-04,High,Incorrect Withdraw Queue Balance in TVL,"Loop uses wrong index i instead of j for collateral tokens calculating same token multiple times and missing others",balance+manipulation
Code4rena,Renzo 2024-04,Medium,Withdrawals Fail Due to Deposits Reverting,"depositIntoStrategy() can revert on deposit limits or zero shares minting causing completeQueuedWithdrawal() failures",cross-contract+interaction
Code4rena,Renzo 2024-04,Medium,Withdrawals/Claims Pause Ineffective,"Pause checks missing from withdraw() and claim() functions despite being designed to be pausable",access+control
Code4rena,Renzo 2024-04,Medium,Fixed Heartbeat Too Stale for Some Tokens,"Price validation uses universal heartbeat value inappropriate for tokens with different update frequencies",oracle+staleness
Code4rena,Renzo 2024-04,Medium,calculateTVL May Run Out of Gas,"Nested loops over operators and tokens lack optimization causing exceeding gas limits with modest scale",cross-contract+interaction
Code4rena,Renzo 2024-04,Medium,block.timestamp Dependency in Bridge,"Reliance on manipulable block timestamp in xRenzoBridge without timeout safeguards",timestamp+manipulation
Code4rena,Renzo 2024-04,Medium,Lack of Slippage/Deadline on Withdraw/Deposit,"No slippage parameters or deadline checks allow unfavorable execution due to price movements",frontrun+MEV
Code4rena,Renzo 2024-04,Medium,Cross-Chain Messaging Failures Unhandled,"No error recovery mechanism when Connext bridge messages fail to execute",cross-contract+interaction
Code4rena,Renzo 2024-04,Medium,Deposits Revert if Amount Less Than bufferToFill,"Deposit reverts when full amount needed to fill buffer but deposit amount insufficient",balance+manipulation
Code4rena,Renzo 2024-04,Medium,Arbitrage Opportunity in xRenzoDeposit L2,"Price discrepancies between L2 and L1 enable risk-free arbitrage during deposit/bridge timing",flash+loan+arbitrage
Code4rena,Renzo 2024-04,Medium,Incorrect Exchange Rate to Balancer Pools,"Rate calculation uses outdated or incorrect pricing methodology for Balancer integrations",oracle+staleness
Code4rena,Renzo 2024-04,Medium,Pending Withdrawals Prevent Safe Asset Removal,"Cannot remove collateral assets while withdrawal requests exist blocking strategic changes",cross-contract+interaction
Code4rena,Renzo 2024-04,Medium,stETH/ETH Feed Opens Deposit-Withdrawal Arbitrage,"Direct stETH/ETH oracle pricing enables two-way swaps without proper slippage protection",price+manipulation
Code4rena,Abracadabra 2024-03,High,MagicLP TWAP Exploitation,"TWAP cumulative price updated after reserve changes allowing attackers to manipulate price data for the entire elapsed duration",oracle+staleness
Code4rena,Abracadabra 2024-03,High,Rounding Error Amplification in Pool Initialization,"Using mulFloor instead of mulCeil when validating initial deposit ratios enables creating pools with incorrect I invariants through precision loss",decimal+precision
Code4rena,Abracadabra 2024-03,High,Bootstrap Pool Creation Loss,"Users depositing MIM/USDB tokens into BlastOnboarding may incur losses when the pool is created via bootstrap mechanism",balance+manipulation
Code4rena,Abracadabra 2024-03,High,Oracle Price Manipulation,"Oracle price can be manipulated through external influences on the pricing mechanism",price+manipulation
Code4rena,Abracadabra 2024-03,Medium,WETH Transfer Compatibility,"Pool creation fails on some chains due to WETH transfer compatibility issues with certain implementations",token+integration
Code4rena,Abracadabra 2024-03,Medium,Router addLiquidity Miscalculation,"Incorrect token amount calculation in Router addLiquidity function causes unauthorized token spending",decimal+precision
Code4rena,Abracadabra 2024-03,Medium,Extended Token Lockup,"Users tokens can be locked beyond intended duration without user control",balance+manipulation
Code4rena,Abracadabra 2024-03,Medium,MagicLpAggregator Underestimation,"Aggregator consistently returns lower-than-correct prices enabling arbitrage losses",oracle+staleness
Code4rena,Abracadabra 2024-03,Medium,Precision Loss in Reward Pools,"Rounding errors in staker yield calculations cause permanent loss of rewards",decimal+precision
Code4rena,Abracadabra 2024-03,Medium,Reorg Attack Vulnerability,"Factory::create() lacks protection against blockchain reorganization attacks",frontrun+MEV
Code4rena,Abracadabra 2024-03,Medium,Price Manipulation via I Adjustment,"Adjusting the I parameter creates sandwich opportunities due to resulting price changes",price+manipulation
Code4rena,Abracadabra 2024-03,Medium,Missing Return Statement,"_getReserves function in MagicLpAggregator lacks return statement causing functional failure",cross-contract+interaction
Code4rena,Abracadabra 2024-03,Medium,latestRoundData Incompatibility,"Incorrect latestRoundData implementation prevents integration with standard oracle consumers",oracle+staleness
Code4rena,Abracadabra 2024-03,Medium,Decimal Handling Oversight,"MagicLpAggregator fails to account for MagicLP token decimals in calculations",decimal+precision
Code4rena,Abracadabra 2024-03,Medium,Precision Loss in Token Transfers,"GeneralIntegrate function precision loss results in fewer base tokens transferred during quote token sales",decimal+precision
Code4rena,Abracadabra 2024-03,Medium,Bootstrap Grief Attack,"Users can grief bootstrap by sending cap-amount unlocked tokens to the contract",balance+manipulation
Code4rena,Krystal DeFi 2024-06,Medium,Wrong logic in AUTO_COMPOUND,"Faulty conditional checking state.token0 == state.token1 instead of params.targetToken == state.token1 preventing swaps to token1",cross-contract+interaction
Code4rena,Krystal DeFi 2024-06,Medium,Signatures are replayable,"Missing nonce in StructHash.Order and lack of verification that operator parameters match user-signed order allowing signature reuse",EIP-1271+signature
Code4rena,Krystal DeFi 2024-06,Medium,_deductFees() incompatible with zero-value revert tokens,"Function transfers zero amounts without checking first causing reverts for tokens like BNB that revert on zero-value approvals",token+integration
Code4rena,Krystal DeFi 2024-06,Medium,Protocol breaks NFT allowance mechanism,"Transferring position NFTs clears approvals per ERC721 standard removing third-party approvals users granted before protocol interaction",approval+drain
Code4rena,Krystal DeFi 2024-06,Medium,Swapping logic broken for revert-on-zero-approval tokens,"_swap() resets approval to zero without handling tokens that revert on zero approvals breaking swaps for supported tokens",token+integration
Code4rena,Spectra 2024-02,Medium,PrincipalToken is not ERC-5095 compliant,"Redeem and withdraw functions don't support ERC-20 approval flow and maxWithdraw/maxRedeem revert when paused instead of returning 0",token+integration
Code4rena,Spectra 2024-02,Medium,Vault deflation attack drains all yield,"Flash loan permits borrowing entire IBT balance without rate checks; malicious actors exploit share pricing by redeeming all shares and reminting at deflated rate",flash+loan+arbitrage
Code4rena,Optimism 2024-07,High,Invalid DISPUTED_L2_BLOCK_NUMBER Passed to VM,"Disputed block number calculation fails to cap at the claimed block allowing the VM to extend beyond intended boundaries and validate incorrect states",cross-contract+interaction
Code4rena,Optimism 2024-07,High,LPP Challenge Period Insufficient for Freeloader Claims,"Clock extension provides insufficient time to pass large preimage proposals enabling attackers to steal honest challenger bonds through uncounterable claims",timestamp+manipulation
Code4rena,Optimism 2024-07,High,LPP Metadata Alterable After Challenge Period,"initLPP() reads existing metadata from storage and allows re-initialization without timestamp validation permitting modification after challenge period",access+control
Code4rena,Optimism 2024-07,High,L2 Precompile Calls Impossible to Reproduce on L1,"bn256Pairing precompile unbounded gas cost combined with EIP-150 63/64 gas forwarding limit makes some L2 calls impossible to reproduce on L1",cross-contract+interaction
Code4rena,Optimism 2024-07,High,Challenge Period Bypass During LPP Finalization,"squeezeLPP() fails to verify metadata.timestamp is initialized allowing immediate finalization without waiting for CHALLENGE_PERIOD when timestamp is zero",timestamp+manipulation
Code4rena,Optimism 2024-07,Medium,Multiplication Overflow in MIPS MUL Instruction,"Unchecked int32 multiplication cast to uint32 diverges from MIPS spec requiring proper 64-bit signed arithmetic producing incorrect state transitions",decimal+precision
Code4rena,Optimism 2024-07,Medium,MIPS VM Panic Leads to Unchallengeable Claims,"VM panics on invalid state render those claims unchallengeable as panic status prevents defenders from responding with valid counters",cross-contract+interaction
Code4rena,Optimism 2024-07,Medium,Incorrect SRAV Instruction Implementation,"SRAV shift instruction implementation diverges from MIPS specification for arithmetic right-shift operations",cross-contract+interaction
Code4rena,Optimism 2024-07,Medium,Honest Party Move Invalid After Chain Reorganization,"Previously valid moves become invalid following chain reorg events causing honest participants to lose bonds despite correct positioning",frontrun+MEV
Code4rena,Optimism 2024-07,Medium,Attacker Creates Games for Unsafe Blocks,"Attacker continuously creates dispute games for non-finalized L2 blocks preventing anchor state updates and freezing protocol progression",governance+attack
Sherlock,Sentiment V2 2024-08,High,Loss of funds through share inflation attack in Pool.sol,"First depositor share inflation attack allows attacker to manipulate share price by front-running deposits with large direct token transfers",flash+loan+arbitrage
Sherlock,Sentiment V2 2024-08,High,Attacker could update RedstoneOracle price to older one,"Attacker can update RedstoneOracle price to an older one by submitting older timestamps within validity window to liquidate positions or profit",oracle+staleness
Sherlock,Sentiment V2 2024-08,High,Liquidator can seize all collateral assets from liquidatable positions,"A liquidator can seize more or even all collateral assets from all liquidatable positions exceeding intended liquidation discount limits",liquidation+auction
Sherlock,Sentiment V2 2024-08,High,Exploiter can bypass LIQUIDATION_DISCOUNT and seize all collateral,"Exploiter can always bypass LIQUIDATION_DISCOUNT validation and seize all collateral from positions by manipulating seized asset value calculation",liquidation+auction
Sherlock,Sentiment V2 2024-08,High,No greater timestamps check in RedstoneCoreOracle,"Attacker can pick up a new price that is older than the current stored one due to missing timestamp monotonicity check in oracle update",oracle+staleness
Sherlock,Sentiment V2 2024-08,High,Liquidator can bypass _validateSeizedAssetValue check,"Liquidators can manipulate RepaidDebt calculation to seize excess collateral by bypassing the _validateSeizedAssetValue validation check",liquidation+auction
Sherlock,Sentiment V2 2024-08,High,Share inflation attack to steal funds,"By inflating the value of a pool share a malicious actor can steal a large amount of funds from subsequent depositors",flash+loan+arbitrage
Sherlock,Sentiment V2 2024-08,High,Liquidator can seize collateral up to 200% of debt value,"Liquidator can seize the whole collateral or collateral up to 200% of debt value during liquidation due to insufficient validation",liquidation+auction
Sherlock,New Scope 2024-06,High,Incorrect Calculation of Assets in getSupplyBalance() and getDebtBalance(),"getSupplyBalance and getDebtBalance return incorrect values because they don't account for accrued interest since last update",balance+manipulation
Sherlock,New Scope 2024-06,High,Wrong logic leads to wrong calculation of interest rate,"Incorrect logic in interest rate calculation causes wrong rates to be applied to borrowers and lenders",decimal+precision
Sherlock,New Scope 2024-06,High,Lender depositing after interest rate increase can't withdraw full balance,"Due to an error in withdrawal logic a lender who deposits after interest rate has already gone up won't be able to withdraw their whole balance",balance+manipulation
Sherlock,New Scope 2024-06,High,LiquidityTaken not considering liquidationProtocolFeeAmount,"LiquidityTaken is not considering the liquidationProtocolFeeAmount while calling updateInterestRate() leading to incorrect rate calculations",liquidation+auction
Sherlock,New Scope 2024-06,High,cache.nextDebtShares not updated prior to interest rate calculation,"cache.nextDebtShares is not updated before interest rate is calculated leading to wrong interest rate being applied",balance+manipulation
Sherlock,New Scope 2024-06,High,actualDebtToLiquidate incorrectly assigned share amount,"actualDebtToLiquidate is incorrectly calculated by assigning the share amount instead of the underlying assets",liquidation+auction
Sherlock,New Scope 2024-06,High,Wrongly Implemented getSupplyBalance not returning correct assets,"getSupplyBalance() returns incorrect supplied assets amount due to wrong formula implementation",balance+manipulation
Sherlock,New Scope 2024-06,High,Missing fee shares update to totalSupplies.supplyShares,"Missing fee shares update to totalSupplies.supplyShares causes inconsistent state of protocol and wrong calculations",balance+manipulation
Sherlock,New Scope 2024-06,High,Attacker may manipulate borrow interest rates,"Attacker may manipulate borrow interest rates of the protocol by exploiting the rate calculation logic",price+manipulation
Sherlock,Teller Finance 2024-04,High,No way to get Loan ownership back,"After certain operations there is no mechanism to reclaim loan ownership causing permanent loss of control over loan assets",access+control
Sherlock,Teller Finance 2024-04,High,Lender might not be able to set repayment listener,"Lender cannot set repayment listener after certain state changes preventing automated repayment tracking",access+control
Sherlock,Teller Finance 2024-04,High,Liquidations don't include owed interest,"Liquidations in the Lender Commitment Group don't include owed interest causing loss for lenders during default scenarios",liquidation+auction
Sherlock,Teller Finance 2024-04,High,Collateral not sent to caller in liquidateDefaultedLoanWithIncentive,"Collateral assets locked in contract without transfer to liquidator during defaulted loan liquidation",liquidation+auction
Sherlock,Teller Finance 2024-04,High,Shares burned before principalTokenValueToWithdraw calculation,"Shares burned before calculating principalTokenValueToWithdraw causes incorrect withdrawal amounts and loss of funds",balance+manipulation
