source,contest,severity,title,description_excerpt,pattern_matched
Sherlock,TITLES Publishing Protocol (2024-04),High,mintBatch uses msg.value in for loop allowing users to mint tokens for free,"Batch minting reuses msg.value in each loop iteration, allowing users to mint N tokens while only paying for one.",fee_bypass
Sherlock,Amphor (2024-03),High,Calling claimDeposit after requestDeposit in same epoch leads to loss of deposits,"Claiming deposit in same epoch as request returns 0 shares due to unsettled epoch, permanently burning the deposit amount.",claim_logic_error
Sherlock,Amphor (2024-03),High,Claiming redemption in same epoch as request leads to loss of funds,"Immediate claim after redeem request in same epoch returns 0 assets while burning shares, causing permanent fund loss.",claim_logic_error
Sherlock,Amphor (2024-03),High,Exchange rate calculated incorrectly when vault is closed potentially leading to fund theft,"Incorrect exchange rate during vault closure allows attacker to extract more assets than their share entitles them to.",exchange_rate
Sherlock,Amphor (2024-03),High,Malicious user can freeze all assets deposited in current epoch via claimAndRequestDeposit,"Griefing attack freezes all epoch deposits by exploiting claimAndRequestDeposit's interaction with unsettled state.",denial_of_service
Sherlock,Amphor (2024-03),High,requestRedeem with sender != owner leads to shares locked in vault forever,"When msg.sender differs from owner in requestRedeem, shares are transferred to vault but redeem mapping set for wrong address.",stuck_funds
Sherlock,Napier (2024-01),High,ERC4626 Vault Inflation Attack on BaseLSTAdapter,"Classic vault inflation attack on LST adapter allows first depositor to manipulate share price and steal subsequent deposits.",share_inflation
Sherlock,Napier (2024-01),High,Victims fund stolen due to rounding error and exchange rate manipulation,"Exchange rate manipulation combined with rounding errors in PT/YT system allows attacker to steal funds from other users.",share_inflation
Sherlock,Napier (2024-01),High,YT holders cannot receive portion of principal allocated by PT holders due to manipulation,"Manipulation of yield token accounting prevents YT holders from claiming their rightful share of principal, causing fund loss.",accounting_error
Sherlock,Napier (2024-01),High,All yield could be drained if users set any >0 allowance to others,"Non-zero allowance enables attacker to drain all accumulated yield from the Tranche contract through approval exploitation.",approval
Sherlock,Napier (2024-01),High,Attacker can steal unclaimedYield from any account in the Tranche,"Unclaimed yield theft via direct call to Tranche contract bypassing intended access controls, stealing accumulated yield.",approval
Sherlock,Goat Trading (2024-03),High,Liquidity provider can grief LPs users rewards by siphoning fees,"LP exploits fee distribution mechanism to redirect fees intended for other providers to themselves.",reward_manipulation
Sherlock,Goat Trading (2024-03),High,Hacker can steal fee from LPs,"Fee theft from liquidity providers through manipulation of the trading fee distribution calculation.",reward_manipulation
Sherlock,Winnables Raffles (2024-08),High,Attacker can DOS raffle creation by canceling all PRIZE_LOCKED raffles,"Missing access control on cancelRaffle allows anyone to cancel raffles in PRIZE_LOCKED state, preventing all future raffle creation.",access_control
Sherlock,Winnables Raffles (2024-08),High,_lockedETH not decremented on raffle cancellation causing permanent fund lock,"Raffle cancellation refunds players but fails to decrement _lockedETH counter, permanently locking ETH in the contract.",stuck_funds
Sherlock,Winnables Raffles (2024-08),High,Malicious user can prevent prize claiming for fulfilled raffles,"Attacker calls propagateRaffleWinner with invalid prizeManager/chainSelector, sending CCIP message to wrong destination and locking prize.",cross_chain
Sherlock,Winnables Raffles (2024-08),High,Malicious user can block prize distribution and raffle cancellation,"CCIP exception handling failure allows attacker to permanently block prize distribution by causing revert in message receipt.",cross_chain
Sherlock,Winnables Raffles (2024-08),High,No input validation for prizeManager and chainSelector in propagateRaffleWinner,"Missing validation on cross-chain parameters allows anyone to send winner notification to arbitrary chain/address, locking prizes.",cross_chain
Sherlock,Zivoe (2024-03),High,Reward rate can be diluted in rewards contracts via zero-amount deposits,"Attacker calls depositReward with 0 amount repeatedly to extend periodFinish, diluting reward rate for legitimate stakers.",reward_manipulation
Sherlock,Zivoe (2024-03),High,revokeVestingSchedule incorrectly decreases _totalSupply causing accounting errors,"Vesting revocation uses wrong amount to decrease totalSupply, breaking share accounting and potentially causing insolvency.",accounting_error
Sherlock,Zivoe (2024-03),High,depositReward can be called by anyone with any asset leading to lost/locked funds,"Missing access control on depositReward allows anyone to deposit arbitrary tokens, diluting reward distribution and locking funds.",access_control
Sherlock,Zivoe (2024-03),High,Attacker can nullify rewards in ZivoeRewards and ZivoeRewardsVesting,"Griefing attack through repeated zero-amount reward deposits extends reward period indefinitely, effectively nullifying rewards.",reward_manipulation
Sherlock,Zivoe (2024-03),High,Users can still vote after their vest is revoked due to incorrect checkpoint update,"_writeCheckpoint not properly updated during revocation allows revoked vestees to retain voting power they should have lost.",access_control
