source,contest,severity,title,description_excerpt,pattern_matched
RektNews,Bunni,Critical,Rounding precision bug in rebalancing logic,"Precision errors in Liquidity Distribution Function exploited via carefully sized trades to drain LP value; $8.4M lost",price_manipulation
RektNews,Cork Protocol,Critical,Dual vulnerability exploitation in wstETH:weETH market,"Two separate vulnerabilities exploited to drain $12M from stETH/weETH market",token_integration
RektNews,1inch,High,Vulnerability in obsolete Fusion v1 resolver contracts,"Exploit of deprecated resolver contracts leading to $5M theft from resolver funds",settlement
RealWorldExploit,Polter Finance,Critical,Flash loan oracle manipulation inflating BOO token price,"Flash loans used to inflate BOO token price to $1.37T valuation enabling overleveraged borrowing; $12M lost",oracle
RealWorldExploit,DeltaPrime,High,Unchecked input parameters in swap and claim functions,"Faulty parameter validation in swapDebtParaSwap and claimReward enables unauthorized borrowing; $4.85M lost",callback
RealWorldExploit,LI.FI Protocol,Critical,Arbitrary external calls via unvalidated callData,"GasZipFacet lacks input validation on callData enabling malicious transferFrom operations; $9M lost",approval
RealWorldExploit,Compound,High,Governance attack via coordinated voting on Proposal 289,"Narrowly passed proposal to transfer 499K COMP to unmonitored multisig; $25M at risk",token_integration
RealWorldExploit,Ronin Bridge,Critical,Uninitialized proxy parameter bypasses signature verification,"Proxy upgrade left _totalOperatorWeight at zero, bypassing cross-chain signature verification; $12M lost",token_integration
RealWorldExploit,Curve Finance,Critical,Vyper compiler reentrancy bug in liquidity pools,"Vyper 0.2.15-0.3.0 compiler bug causes reentrancy between add/remove liquidity via storage slot mismatch; $70M lost",reentrancy
RealWorldExploit,Euler Finance,Critical,Flash loan exploit via donate-without-solvency-check + self-liquidation,"Missing solvency check on donate combined with self-collateralized loans enables profitable self-liquidation; $197M lost",flash_loan
RealWorldExploit,Mango Markets,Critical,Oracle manipulation via perpetual futures position + spot buying,"$10M used to open opposing perp positions then pump MNGO spot price 2300% to drain $117M in borrowing",oracle
RealWorldExploit,Cream Finance,Critical,Flash loan + oracle exploit draining $130M,"Flash borrowed DAI to create yUSD then exploited price oracle calculation for yUSD to borrow against inflated collateral",flash_loan
RealWorldExploit,Harvest Finance,Critical,Oracle manipulation via Curve pool price skewing,"Rapid large stablecoin swaps on Curve temporarily skew prices used by Harvest oracle for deposit/withdraw; $24M lost",oracle
RealWorldExploit,Hundred Finance,High,Reentrancy via flash loan on compound-fork markets,"Flash loan provides capital for reentrancy exploit on Hundred Finance compound-fork lending markets",reentrancy
RealWorldExploit,Phi Protocol,High,Reentrancy bypasses cooldown for flash loan reward extraction,"Refund callback exploited to bypass cooldown period and extract curator rewards via flash loans",reentrancy
CodeHawks,Cyfrin Foundry DeFi Stablecoin,High,Theft of collateral tokens with fewer than 18 decimals,"Non-18-decimal collateral tokens exploitable due to missing decimal normalization in collateral calculations",token_integration
CodeHawks,Cyfrin Foundry DeFi Stablecoin,High,No incentive to liquidate small positions,"Small undercollateralized positions cannot be profitably liquidated, creating systemic bad debt risk",oracle
CodeHawks,Zaros - Part 1,High,Inadequate checking of isIncreasing when adjusting position size,"Missing validation on position direction change enables position manipulation attacks",settlement
CodeHawks,Zaros - Part 1,High,Positive PnL lost for all parties when liquidating an account,"Liquidation destroys positive PnL instead of distributing it, causing loss for non-liquidated parties",settlement
CodeHawks,Zaros - Part 1,High,SettlementBranch._fillOrder does not guarantee collateral covers liquidation fee,"Order fill does not verify sufficient collateral for future liquidation fees, creating undercollateralized positions",settlement
CodeHawks,Biconomy Nexus,High,Missing nonce in _getEnableModeDataHash allows signature replay,"Absent nonce in hash computation enables replaying module enable signatures across operations",reentrancy
CodeHawks,QuantAMM,High,Out-of-Bounds Array Access in _calculateQuantAMMVariance,"Odd asset count with vector lambda causes out-of-bounds access corrupting variance calculation",price_manipulation
CodeHawks,QuantAMM,High,Incorrect uplift fee calculation leads to excess LP fees,"Fee calculation error charges liquidity providers more fees than the intended uplift amount",price_manipulation
CodeHawks,Regnum Aurum Acquisition Corp,High,Borrowers retain debt even after being liquidated,"Liquidation fails to clear borrower debt records, leaving phantom debt in the system",settlement
CodeHawks,Regnum Aurum Acquisition Corp,High,Wrong amount minted to user on lending pool deposit,"Deposit function mints incorrect token amount to depositor due to calculation error",token_integration
CodeHawks,Regnum Aurum Acquisition Corp,High,Multiple Delegation by Double Spending Boosts,"Lack of delegation tracking in BoostController allows double-spending boost power across delegates",approval
